Temperatura Servicio,vajilla,descripcion,maridaje,graduacion,lupulo_afrutado_citrico,lupulo_floral_herbal,amargor,color,maltoso,licoroso,afrutado,especias,acidez
4-8º,pint,Destaca por ser una IPA de centeno y por la cantidad de matices que aporta en todos los sentidos.,"Embutidos, comidas especiadas.",6.2,1.6,1.4,2.6,1.4,1,0.7,0.4,,0.8
8-14º,snifter,": Cerveza de abadía tostada y de alta fermentación, con cuerpo y un intenso color rojizo.","Chocolate, postres con café y carnes fritas.",6.5,,0.6,1.8,3.6,2,1,1.5,,0.7
4-8ºC,pint,"De color cobrizo intenso, en nariz ofrece aromas de fruta. En sabor detectamos caramelo acompañado de fruta exótica. De sabor largo e intenso.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,2.2,1.7,3.3,1,,0.5,,,0.4
6-8º,tulip,Golden Ale elaborada siguiendo el método tradicional Franco-Belga.,Queso.,7.2,2.1,1.2,2.7,0.9,0.6,0.4,0.5,,1
10-14º,snifter,Cerveza extra con aroma de frambuesa.,Postres con chocolate.,10,,,2.8,5,2.3,1.2,1.7,,0.7
8-14º,tulip,"Delicada cerveza roja con cuatro maltas, especiada con cáscara de naranja, nuez moscada, canela y miel procedente de Casasola.",Quesos frescos o semicurados.,5,,0.5,2.3,2.7,1.1,1.2,0.9,,
8-14º,tulip,Elaborada cuidadosamente a partir de maltas Pilsen consiguiendo así una rubia excepcional. Cerveza Ale con segunda fermentación en botella.,Guisos de temporada como patatas guisadas o lentejas.,7,,0.7,2,0.4,0.3,0.3,0.8,0.3,0.8
10-14º,pint,Elaborada con maltas de cebada tostadas y negras de máxima calidad.,Cacao de diferentes porcentajes de pureza.,10,,,2.4,5,2.4,2.7,,,
10-14º,pint,Encontrar una cerveza con una densidad así se ha convertido en algo único y excepcional.,Estofados en general y asados.,9,,,2.3,0.5,2.3,2.6,0.9,,
8-14º,pint,Encontrar una cerveza con una densidad así se ha convertido en algo único y excepcional.,Estofados en general y asados.,9,,,2.3,0.5,2.3,2.6,0.9,,
,pint,Brutalism es una cerveza de color amarillo brillante. En aroma muy presente la fruta y en boca muy compensado el toque amargo de una brut IPA con la frescura y dulzura que posee.,"Comidas especiadas o picosas, quesos grasos y pizza.",7,0.5,2,2.9,1.3,,0.6,,,
8-14º,goblet,"Madurado en barricas de vino tinto Monastrell español, y aromatizado con ciruelas murcianas y jarabe de arce.",Carnes ligeras y ensaladas.,10.4,,,2.3,4.1,0.9,2.7,1.4,0.9,0.7
10-14º,goblet,"Royal Porter versionada, maltosa, oscura y amable, de textura cremosa, con sabores a cacao, regaliz y café.",Carnes rojas.,9.8,0.1,0.3,3,5,2.3,2.9,1.1,,0.5
6-8º,snifter,Maltas al estilo de la costa oeste norteamericana con lúpulos cítricos.,"Comidas especiadas o picosas, quesos grasos y pizza.",9,1.4,0.8,3.4,1.2,0.8,1.6,,,
4-8ºC,pint,De color ámbar pálido y buena espuma blanca. Con aroma afrutado y notas ligeramente cítricas y herbales. Sabor muy afrutado con notas acarameladas y amargor firme y equilibrado.,"Comidas especiadas o picosas, quesos grasos y pizza.",5.5,0.9,2.1,2.6,1.7,0.6,1.3,,,
4-6º,tulip,Edición limitada de Alhambra Vintage.,Pescados marinados.,5.4,0.1,0.7,2.5,0.4,0.5,1.2,1.2,,
8-14º,snifter,Cerveza de temporada Navideña.,Carnes ligeras y especiadas.,9,0.5,0.5,2.4,3.1,1.9,3,1.1,1.8,
8-14º,tulip,Cerveza de abadía inspirada en el estilo Belgian Pale Ale con una lupulación especial.,Carnes rojas y frutos secos.,5.5,1.6,0.5,2,0.8,0.7,0.4,1.3,1.2,0.6
6-8º,pint,Cerveza de máxima turbidez que nos recuerda mucho a un zumo de frutas con el punch intenso y especiado del lúpulo.,Ceviches.,7,2.3,1.4,2.9,0.7,,0.9,,,0.3
6-8º,pint,"Combinamos levadura de la Costa Oeste de los Estados Unidos y dos adiciones de los lúpulos Citra y Mosaic y el resultado es una sedosa Pale Ale, muy turbia y con matices cítricos marcados.",Comida especiada.,4.5,3,1,3.6,0.5,,0.5,,,0.4
4-8º,pint,"Una adición final de lúpulo directo en el tanque de maduración (dry hopping) hacen de esta cerveza un auténtico manjar tropical, donde se resaltan los sabores y aromas de la piña, el mango y el maracuyá sobre fondos amarillos y espuma de cebada.",Hamburguesas.,5,0.6,1.1,2.1,1,0.8,,,,
4-8ºC,pint,"Cerveza artesana y sin gluten, elaborada utilizando cebada caramelizada, lúpulo americano y agua escocesa pura.","Comidas especiadas o picosas, quesos grasos y pizza.",4.5,2.2,0.8,3,1.6,1,,0.3,,
10-14º,pint,"Elaborada con una combinación de Malta y una cristalina agua de irlanda, con tueste elevado, dando a la cerveza un suave con cuerpo y un toque dulce de la Malta.",Carnes asadas.,5,,,2.2,5,2.2,,,,
10-14º,pint,"La O’Haara’s Red Ale es una cerveza elaborada con lúpulos de Irlanda, de equilibrado sabor, como resultado de la mezcla de distintas maltas con grados de tueste.","Queso Gruyere, bocata de pollo.",5,,0.3,2.2,3,2,,0.3,,
4-8º,pint,"Cerveza negra azabache y suave. Dulce y cremosa gracias a la carga de maltas, la lactosa y la avena utilizada con matices tostados de café y chocolate.",Postres de chocolate con toques lácticos.,4.7,,,2.6,5,2.6,,,,0.5
4-8ºC,pint,"u devastador final amargo perforará directamente tu paladarSi te gusta el lúpulo y el amargor, sigue adelante.","Comidas especiadas o picosas, quesos grasos y pizza.",7.2,1.5,1.3,3.5,0.9,0.5,1,,,
4-8º,pint,De color dorado claro con frutas tropicales y caramelo claro en la nariz.,"Comidas especiadas o picosas, quesos grasos y pizza.",5.6,2.7,,3.1,1.1,0.7,0.3,,,
6-8º,pint,"IPA americana de cuerpo medio, espumosa y cremosa, de color ámbar claro con un punto de amargor que empujará tu tolerancia a los cítricos a su punto más extremo.","Comidas especiadas o picosas, quesos grasos y pizza.",6.5,0.8,,2.5,1.5,1.7,0.5,2.2,,0.3
6-8ºC,pint,"De color amarillo pálido, limpio, con moderada corona de espuma blanca y de buena retención.","Ensalada de lechugas, remolachas de colores, manzanas, mandarinas, rabanitos y semillas ecológicas con vinagreta casera.",4.9,1.5,0.9,2,0.8,0.8,,0.8,,0.7
8-14º,pint,"Cerveza tostada con cuerpo. Recuerdos a frutas maduras de un bosque amable, tostados ligeros de bollería tierna recién horneada, miel, frutos secos y con un leve fondo cítrico.",Secreto ibérico a la plancha con chimichurri.,5.7,1.5,0.5,3,1.4,0.5,0.3,1,,
10-14º,goblet,"Compleja y elegante, aromas a chocolate, café, vainilla y matices de caramelos, higos secos y frutas negras. Cuerpo sedoso y retrogusto seco.","Tabla de quesos fuertes: roquefort, cabrales o gamoneu.",11,,,2.5,5,1.8,2.3,0.4,2.3,
4-6º,tulip,Cerveza Lager fermentada con procesos a baja temperatura. Este estilo de cerveza empezó a producirse a principios del siglo XX. Brutus recupera todo el sabor original de la cerveza artesanal que se fabricaba en los años 20 y 30.,Carnes rojas.,5,0.6,0.8,1.9,0.5,1,,1.2,,
4-8º,pint,"Cerveza ale con un potente aroma dulce, frutal y maltoso y sabor cítrico y tropical.","Comidas especiadas o picosas, quesos grasos y pizza.",4.7,3.5,2.2,4.4,1.5,1.1,1.1,0.8,,0.4
6-8º,tulip,"Con un distintivo color naranja amarillento, altamente carbonatada, bien lupulada y seca, con una acidez aplacadora.",Gran variedad de quesos.,5,0.6,,2.1,0.3,,,0.5,0.8,0.8
6-8º,pint,Lúpulos cítricos y afrutados con una buena base de malta.,"Comidas especiadas o picosas, quesos grasos y pizza.",6,1.7,1.1,3.2,0.8,,0.3,,,0.5
10-14º,pint,"Stout elaborada on ostras frescas. Cuando se está en proceso de cocción, se le añaden las ostras lo que le da un sabor muy particular Se utilizan 100 ostras por barril en sacas de malla de 25 suspendidas la caldera de cerveza.","Chocolate, asados.",4.6,,,2.4,4,1.6,,,,
4-8ºC,pint,Imperial Brut IPA.,"Comidas especiadas o picosas, quesos grasos y pizza.",8.4,0.8,0.3,2.8,1.2,1.4,2.1,1.5,,0.4
4-8ºC,pint,"Cerveza de cuerpo medio y rubio. Los lúpulos son los protagonistas en esta cerveza. Con aromas a papaya, guayaba, piña y sabor de pino con toques resinosos.","Comidas especiadas o picosas, quesos grasos y pizza.",6.8,2.3,1.1,3.3,0.9,0.3,0.7,,,
6-8º,pint,DDH NEIPA,"Comidas especiadas o picosas, quesos grasos y pizza.",6.9,2.4,0.6,3,1.1,,1.3,,,
8-14º,goblet,De color ámbar claro y con segunda fermentación en botella es una verdadera cascada de aromas de lúpulo con notas de frutas.,Carnes ligeras y ensaladas.,9.5,1,1.2,2.6,2.9,,1.3,0.8,1.2,
4-6º,tulip,"Cerveza Lager elaborada con 3 lúpulos añadidos en tres tiempos que le aportan sabor, cuerpo y matices diferente.",Guisos de temporada como patatas guisadas o lentejas.,5.7,,1,2.2,0.7,0.9,0.4,1.1,,
4-6º,tulip,"Cerveza lager elaborada con 3 lúpulos añadidos en tres tiempos que le aportan sabor, cuerpo y matices diferentes.",Guisos de temporada como patatas guisadas o lentejas.,4.7,,1,2.2,0.7,0.9,0.4,1.1,,
6-8º,pint,Doble IPA.,"Comidas especiadas o picosas, quesos grasos y pizza.",7.2,1.4,2.5,3.3,0.8,,0.7,,,
10-14º,pint,"Color negro cerrado con una cremosa espuma de color canela. Las notas de cacao, café y regaliz priman sobre un fondo con recuerdos ahumados.",Postres con chocolate.,4.5,,,2.2,5,2.5,,,,0.5
6-8º,pint,Esta cerveza tradicional y extra lupulada para soportar y sobrevivir  aquellos largos viajes a las lejanas Indias . El resultado es una cerveza clara con cuerpo y un carácter picante.,"Comidas especiadas o picosas, quesos grasos y pizza.",5.5,,0.7,3.3,1.4,1,1,0.8,0.3,0.3
6-8º,pint,Premium Bitter.,Fish and chips.,5.2,,,2.4,3.5,1,0.4,1.6,,
4-6º,pint,"Cerveza color ámbar rojizo, filtrada, con una corona de espuma blanca amplia y de alta retención. Sabor intenso a gengibre, muy dulce.",Carnes asadas y postres con chocolate.,4.2,,,1.6,0.9,0.7,,1,3.1,0.4
10-14º,pint,Porter oscura y misteriosa.,Carnes asadas y postres con chocolate.,5,,,2.8,5,2.3,,,,
8-14º,pint,Pale Ale clásico con un complejo aroma cítrico y lúpulo.,"Pizza, cerdo, costillas y embutidos.",4.1,2.3,2,2.6,0.9,0.3,0.5,0.3,,
6-8º,pint,"cerveza con cuerpo, con notas de caramelo, sabor fruta y muy refrescante..",Fish and chips.,3.7,,0.6,2.5,1.9,1.4,,0.7,,0.4
4-6º,pint,Cerveza blanca de trigo estilo Hefeweizen.,"Mariscos y carnes blancas, postres de frutas.",4.9,,0.3,1.9,0.6,0.3,,1.8,2.2,0.5
10-14º,snifter,Cerveza excepcional con un fino sabor y aroma a levadura.,Carnes a la parrilla y postres con chocolate.,10,,,1.3,5,0.6,1.5,1.4,2.6,3.4
6-8º,pint,"Equilibrada y refrescante, destacan notas frutales y cítricas.","Hamburguesas, queso cheddar.",4.5,2.2,0.6,3,0.4,,,,,0.4
8-14º,goblet,"Cerveza rubia de alta fermentación, fermentada en botella.","Mejillones, raclette y tarta de limón.",6.5,,0.4,2.4,0.7,0.6,0.5,1.1,1.8,0.6
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,pilsner,Una reinterpretación fresca y natural de las cervezas Radler con zumo natural de limón y notas ligeras de cardamomo.,"Comida mexicana, india, china, etc.",3,0.2,0.1,1.4,0.3,0.3,,2.9,0.8,1.8
4-8º,pint,"Cerveza IPA aromática, fresca y fácil de beber.","Tartar de atún, picantes.",4.5,2,0.9,2.9,0.7,0.3,0.7,0.2,,
4-8º,pint,"Cerveza IPA aromática, fresca y fácil de beber.","Tartar de atún, picantes.",4.5,2,0.9,2.9,0.7,0.3,0.7,0.2,,
4-8º,pint,"Cerveza IPA aromática, fresca y fácil de beber.","Tartar de atún, picantes.",4.5,2,0.9,2.9,0.7,0.3,0.7,0.2,,
6-8º,pint,Double Dry Hop de Sorachi Ace.,"Comidas especiadas o picosas, quesos grasos y pizza.",5,2.6,0.7,3.5,0.6,,,,0.4,0.6
8-14º,pint,Session IPA refrescante con bajo amargor.,"Comidas especiadas o picosas, quesos grasos y pizza.",4,2.4,0.9,3.2,0.7,,,,,
6-8º,pint,Indian Pale Ale fermentada con levadura Kveik reutilizada por generaciones en Noruega.,"Comidas especiadas o picosas, quesos grasos y pizza.",6,,,3.1,0.8,,1,,,0.8
4-8º,pint,2 vasos de pinta + 8 Latas de Mahou 5 Estrellas Session Ipa,Carnes rojas.,4.2,2,0.9,2.9,0.7,0.3,,,,
4-8º,pint,"American Pale Ale, de alta fermentación (levadura ale), creada como una reinterpretación de las Pale Ale Inglesas.","Comidas especiadas o picosas, quesos grasos y pizza.",5.6,2.4,0.7,3,0.4,,1,,,0.3
6-8º,snifter,Coconut Imperial Stout.,Postres con chocolate.,12.5,,,2.2,5,2,2.1,,3.3,0.4
10-14º,pint,Stout de desayuno con arándanos y gofres.,Postres con fruta y chocolate.,6.9,0.5,,1.9,5,2,2,1.7,1.2,1.2
4-8º,pint,Session IPA muy aromática.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.7,2.1,1,3.5,0.8,,,,,
10-14º,pint,Triple Chocolate Stout tradicional.,Postres con chocolate.,4.8,,,2.4,5,3,,,0.7,
4-6º,pilsner,Una reinterpretación fresca y natural de las cervezas Radler con zumo natural de limón y notas ligeras de cardamomo.,"Comida mexicana, india, china, etc.",3,0.2,0.1,1.4,0.3,0.3,,2.9,0.8,1.8
10-14º,pint,Milk Stout Decadente.,Postres con chocolate.,4.5,,,2.4,5,2.6,,,,
10-14º,snifter,Imperial Stout con Tonka.,Postres con chocolate.,9.5,0.8,0.6,2.8,5,2.3,1.7,,1.6,
10-14º,snifter,Imperial Porter de centeno con coco.,Postres con chocolate o coco.,10.5,,,2.6,5,2.1,2.4,,1.9,
10-14º,snifter,Imperial Porter con café y vainilla.,Postres con chocolate.,10,,,2.5,5,3,2.2,,1.5,
10-14º,pint,Postre de Mocha y caramelo salado.,Postres con chocolate o caramelo.,5.2,,,2,5,3,0.3,,1.3,0.5
10-14º,pint,Elaborada con Maris Otter y avena.,Carnes asadas y postres con chocolate.,4.2,,,2.3,5,2.3,,,,0.3
10-14º,pint,"Breakfast Stout, notas a café y chocolate muy sedosa.",Postres con chocolate.,6.5,,,2.4,5,2.8,1,,,
10-14º,pint,Pastry Stout con notas a tarta.,Postres de chocolate con toques lácticos.,7.5,,,2.1,5,2.6,0.8,,1.9,
8-14ºC,tulip,"Elaborada con Koji, el ingrediente principal del Sake.","Postres cítricos, mariscos.",5,,0.5,2.3,0.9,1.3,,1.3,1.2,1.3
10-14º,snifter,American Strong Ale,"Carnes grasas, postres con frutos secos.",7.2,0.7,1.9,3.2,3.3,1,0.9,0.6,,
8-14º,tulip,Sour Ale con zanahoria y ruibarbo.,"Platos untuosos, mariscos y quesos fuertes.",3.2,,1,0.8,1.4,0.4,,2.2,0.8,4.4
8-14º,tulip,IPL con pepino y menta.,"Platos untuosos, mariscos y quesos fuertes.",3.1,0.4,0.8,0.8,0.7,,,1.6,3.2,3.8
4-6º,tulip,Cerveza sin alcohol con todo el sabor de las maltas tostadas y auténtico sabor cervecero.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.8,0.8,1.8,,0.5,,0.5
4-8ºC,pint,"Muy cítrica, ideal para una sesión de descanso.","Comidas especiadas o picosas, quesos grasos y pizza.",4.2,2.5,,2.7,0.4,,,,,
10-14º,snifter,Espesa y decadente como una deliciosa tarta.,Postres con chocolate.,11,,,2.1,5,3.5,2.1,,2,
4-6ºC,tulip,"Ale ligera, color de oro, con notas de hierba cortada y flores por el uso de lúpulos nobles Alemanes.",Ensaladas y pizza.,4.9,1.5,0.9,2.3,0.4,0.4,,0.6,,0.4
6-8º,pint,"Cerveza ale con un potente aroma dulce, frutal y maltoso y sabor cítrico y tropical.","Quesos frescos, ensaldas, sushi y mariscos.",4.7,2.4,1.3,3.4,0.9,0.6,,0.4,,
6-8º,tulip,"Cerveza ale con un potente aroma dulce, frutal y maltoso y sabor cítrico y tropical.","Quesos frescos, ensaldas, sushi y mariscos.",4.7,2.4,1.3,3.4,0.9,0.6,,0.4,,
6-8º,pint,Lúpulos cítricos y afrutados con una buena base de malta.,"Pizza, cerdo, costillas y embutidos.",6,2.3,0.5,3.1,0.5,,0.3,,,
4-8º,pint,Lúpulos cítricos y afrutados con una buena base de malta.,"Comidas especiadas o picosas, quesos grasos y pizza.",6.5,3,0.3,3.1,0.7,,0.3,,,
4-8º,pint,West Coast IPA,"Comidas especiadas o picosas, quesos grasos y pizza.",6,2.2,0.7,3.2,1.1,0.8,0.4,0.4,,
4-6º,weizen-weissbier,Festbier alemán de trigo para Oktoberfest.,"Mariscos cocidos, pescados no muy grasos al horno.",5.7,,0.3,1.8,0.6,,0.3,2.8,0.5,
4-8º,pint,"Un cítrico dominado por la India Pale Ale, su impresión inmediata es suave, acentuada por la miel con final amargo.","Comidas especiadas o picosas, quesos grasos y pizza.",5.9,1.8,2,3,0.4,,0.3,0.4,,0.6
8-14º,tulip,Cerveza de fermentación espontánea con frutos rojos.,"Queso de cabra, ceviche y ensaladas.",8,,,1.6,4.4,,1.1,2.8,0.3,1.3
4-6º,pilsner,"Cerveza de carácter único, inspirada en las Lager Pilsner checas e ideal para tomar a diario.",Pescados a la plancha o marinados.,5.4,,0.7,2.5,0.4,0.5,0.5,1.2,,0.5
6-8º,pint,"Cerveza dorada, de aspecto velado y espuma cremosa y duradera.","Carnes rojas, pasta y pizza.",,2.8,1.6,2.8,0.6,,0.3,,,0.4
6-8º,goblet,Lager envejecida en barrica previamente utilizadas en la elaboración de ron granadino.,"Platos especiados no muy picantes, carnes y mariscos a la plancha. Arroces, legumbres y guisas de carne con verduras.",6,,,2.2,1.1,2.1,1.2,0.3,1.7,
4-6ª,pint,Solid Gold es una Lager Premiun elaborada con ingredientes de alta calidad.,Comida mexicana y picante.,4.4,2.1,1,2.6,0.4,,,0.3,,
4-6ª,tulip,Cerveza sin alcohol de cuerpo bajo pero equilibrado,"Mariscos cocidos, pescados no muy grasos al horno",,,0.4,1.7,2.5,2.2,,0.7,,
4-6º,pilsner,"Cerveza de carácter único, inspirada en las Lager Pilsner checas e ideal para tomar a diario.",Pescados a la plancha o marinados,5.4,,0.7,2.5,0.4,0.5,0.5,1.2,,0.5
4-8º,pint,"Cerveza de color dorado oscuro, de aspecto velado y crema consistente con un aroma fresco e intenso de los lúpulos, pero menos amarga que una IPA de siempre.",Carne roja.,4.5,2,0.9,2.9,0.7,0.2,0.7,0.2,,
4-6º,tulip,"Cerveza dorada, de espuma cremosa y consistente, con un sabor fino y aroma afrutado.",Pescados a la plancha o marinados.,5.5,,0.7,2.5,0.4,0.5,1.4,1.3,,0.3
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,tulip,"Cerveza pilsner de carácter intenso y con mucho cuerpo, elaborada con la variedad de lúpulo ‘Saaz’ que le otorga un sabor con amargor moderado y un ligero dulzor en gusto.",Carnes suaves y pescados blancos.,6.4,,1.2,2.7,0.7,0.9,0.7,1.2,,0.6
4-6º,pilsner,"Cerveza de carácter único, inspirada en las Lager Pilsner checas e ideal para tomar a diario.",Pescados a la plancha o marinados,5.4,,0.7,2.5,0.4,0.5,0.5,1.2,,0.5
4-6º,pilsner,"Cerveza de carácter único, inspirada en las Lager Pilsner checas e ideal para tomar a diario.",Pescados a la plancha o marinados,5.4,,0.7,2.5,0.4,0.5,0.5,1.2,,0.5
4-6º,pilsner,"Cerveza de carácter único, inspirada en las Lager Pilsner checas e ideal para tomar a diario.",Pescados a la plancha o marinados,5.4,,0.7,2.5,0.4,0.5,0.5,1.2,,0.5
